iter	RMSE
812	0.09488774371
813	0.09485293588
814	0.09484034587
815	0.09476631289
816	0.09472707818
817	0.09465754806
818	0.09457201797
819	0.09452400349
820	0.09445510691
821	0.0943993179
822	0.09438664466
823	0.09427254792
824	0.09418161292
825	0.09416655745
826	0.09407657395
827	0.09397139789
828	0.09393615337
829	0.09391086346
830	0.09384552954
831	0.09384315438
832	0.09375382714
833	0.09369748833
834	0.09366529883
835	0.09361101835
836	0.09352090631
837	0.09343489506
838	0.09332763262
839	0.09327376728
840	0.09323149268
841	0.09313446931
842	0.09307881845
843	0.09301017267
844	0.09292430206
845	0.09278046874
846	0.09277010295
847	0.09271213414
848	0.09263905386
849	0.0925837846	0850	0.0925190847	0851	0.0924791848	0852	0.0924495849	0853	0.0924470850	0854	0.09239187931
855	0.0923546914
856	0.09219360643
857	0.09211043341
858	0.09204966363
859	0.09204773689
860	0.09202752152
861	0.09198683687
862	0.09198468546
863	0.09184371666
864	0.09178494467
865	0.09164777642
866	0.09158321858
867	0.09153318848
868	0.09153157027
869	0.0915075579
870	0.09146712555
871	0.09137547345
872	0.09134396417
873	0.09128329058
874	0.09114569617
875	0.09113415723
876	0.09109117751
877	0.091018713
878	0.09094332851
879	0.09088412827
880	0.09088051275
881	0.0907769174
882	0.0907186101879	0.088651712
880	0.08864929126
881	0.08860648905
882	0.08851827143
883	0.08842084895
884	0.08830039595
885	0.08827352584
886	0.08824517341
887	0.08817275965
888	0.08807949663
889893	0.0901129326
894	0.09008339083
895	0.0900520939
896	0.08997917172
897	0.08988097305
898	0.08982883956
899	0.08975483667
900	0.08969232222
901	0.08966090204
902	0.08959245897
903	0.0894696249
904	0.08946740524
905	0.08942865338
906	0.08936729509
907	0.08932826863
908	0.08928602827
909	0.08917225997
910	0.08908578561
911	0.08901745748
912	0.08900770339
913	0.08892619068
914	0.08889506724
915	0.08879713078
916	0.08869644179
917	0.08868094796
918	0.08859272117
919	0.08854509817
920	0.08849783383
921	0.08843716059
922	0.08838142841
923	0.0883216861
924	0.08825495546
925	0.08816900558
926	0.08816734444
927	0.08816551182
928	0.08815272597
929	0.08810657371
930	0.08803873525
931	0.08792614868
932	0.08781823853
933	0.08778666061
934	0.08773115109
935	0.08772940583
936	0.08767333039
937	0.08762458245
938	0.08761366102
939	0.08749138525
940	0.08747064609
941	0.08738396979
942	0.08733797867
943	0.08729071777
944	0.08725350957
945	0.08717001219
946	0.08711209864
947	0.08706348778
948	0.08699068886
949	0.08697383033
950	0.0868790469
951	0.0868392673
952	0.08683771528
953	0.08676041597
954	0.08671898528
955	0.08668791695
956	0.08657225343
957	0.08653435916
958	0.0864894818
959	0.08643550743
960	0.08642247148
961	0.08636419324
962	0.08633273638
963	0.08623372797
964	0.08617544285
965	0.08616632944
966	0.08607441018
967	0.08600430771
968	0.08595959198
969	0.08586068949
970	0.08583098333
971	0.08576789888
972	0.08576150405
973	0.08575987713
974	0.085733939897975	0.085629688897976	0.085593432797977	0.08552566949978	0.085482493479979	0.085412065199980	0.0853800984977	0.08358122768
978	0.08350073437
979	0.08340286055
980	0.08339216872
981	0.08331851238
982	0.08323145445
983	0.0832301346
984988	0.08493186545
989	0.08487600753
990	0.08482665557
991	0.08480066779
992	0.08472709029
993	0.08463661728
994	0.08461034886
995	0.08460897488
996	0.0845848993	0997	0.0845157994	0.0826139007
995	0.999	0.084364996	0.08248686633
997	0.08241157318
998	0.08235434868
999	0.08232704537

999	0.07980504159
5332198
