iter	RMSE
968	0.05582280859
969	0.0557914156
970	0.05574099356
971	0.05574045774
972	0.05573906859
973	0.05570666338
974	0.05564523459
975	0.05559082568
976	0.05557072313
977	0.05552936221
978	0.0555284186
979	0.05546038811
980	0.05543995735
981	0.05537871698
982	0.05537773965
983	0.05532498238
984	0.05530433288
985	0.05527113864
986	0.05527064412
987	0.0552616552
988	0.05526084937
989	0.05526032818
990	0.05521879975
991	0.05514962953
992	0.05513769391
993	0.05510173789
994	0.05500462494
995	0.05498210287
996	0.05496003507
997	0.05494712911
998	0.05493583286
999	0.05491294283
